Visit_ID,CINEPLEX_D_Membership_ID,Visit_Date,Visit_TimeSlice_ID,Location_ID,Auditorium_Experience_ID,Film_ID,Seating_Experience_ID,Sales_Channel_ID,Performance_Experience_ID,Performance_Type_ID,Spend,Revenue,Points_Earned,Points_Redeemed,Discount,Has_US_Is_LrgPopcorn,Has_US_Is_Butter,Has_US_Is_Alcohol,Has_US_Is_Candy,Has_US_Is_Coffee,Has_US_Is_Kiddietray,Has_US_Is_Voucher,Has_US_Is_MenuFood
23792,5557543,2019-04-26,30,3132,0,0,0,8,0,0,40.16,40.16,160,0,4.46,1,0,0,1,0,0,0,0
23794,5591972,2019-04-26,25,7138,0,0,0,8,0,0,24.34,24.34,122,0,2.71,0,1,0,1,0,0,0,0
23796,5639116,2019-04-26,19,7404,2,22997,2,8,2,1,67.92,67.92,370,0,7.54,1,1,0,0,0,0,0,0
23797,5704338,2019-04-26,9,8126,1,22997,1,12,2,1,9.99,20.74,37,1250,1.11,0,0,0,1,0,1,0,0
23798,5711722,2019-04-26,36,1151,4,22997,1,6,1,1,0,22.3882,0,5000,0,0,0,0,0,0,0,0,0
23799,5796804,2019-04-26,34,7420,3,30671,2,12,3,1,74.28,74.28,150,0,8.28,0,0,0,0,0,0,0,0
23800,5837927,2019-04-26,21,5114,1,22997,1,8,2,1,36.72,36.72,264,0,4.07,1,0,0,1,0,1,0,0
23801,5862557,2019-04-26,35,7291,1,22997,1,12,2,1,18.17,34.17,90,3000,2.01,1,0,0,1,0,0,0,0
23802,5868576,2019-04-26,33,7411,0,0,0,8,0,0,23.66,23.66,117,0,2.62,1,0,0,0,0,0,0,0
23803,5883544,2019-04-26,24,7123,0,0,0,8,0,0,20.15,20.15,100,0,2.23,1,1,0,1,0,0,0,0
23804,5900915,2019-04-26,27,6107,2,22997,2,8,2,1,45.12,54.0702,303,1500,5.03,1,0,0,1,0,0,0,0
23805,5902323,2019-04-26,31,7406,1,22997,1,12,1,1,0,10.75,0,1250,0,0,0,0,0,0,0,0,0
23809,5920473,2019-04-26,26,6112,1,28850,1,8,1,1,13.88,13.88,151,0,1.55,0,0,0,0,0,0,0,0
23812,5962004,2019-04-26,35,8126,3,30671,2,8,3,1,28.92,37.8868,211,1500,3.22,0,0,0,0,0,0,0,0
23813,5998001,2019-04-26,31,3144,1,22997,1,12,1,1,0,21.5,0,2500,0,0,0,0,0,0,0,0,0
23815,6003782,2019-04-26,30,9185,4,22997,1,4,2,1,41.72,41.72,250,0,4.64,0,0,0,0,0,0,0,0
23816,6011493,2019-04-26,10,5145,1,22997,1,12,1,1,11.52,11.52,125,0,1.28,0,0,0,0,0,0,0,0
23817,6067287,2019-04-26,35,1151,2,22997,2,12,2,1,18.08,27.0302,150,1500,2.01,0,0,0,0,0,0,0,0
23819,6107653,2019-04-26,30,1136,0,0,0,8,0,0,31.33,31.33,157,0,3.49,0,1,0,1,0,0,0,0
23821,6145053,2019-04-26,34,7288,1,22997,1,8,2,1,136.18,146.93,250,1250,15.18,0,0,0,0,0,0,0,0
23822,6160309,2019-04-26,34,8124,1,22997,1,12,2,1,0,10.75,0,1250,0,0,0,0,0,0,0,0,0
23827,6326993,2019-04-26,35,1151,1,22997,1,12,1,1,39.31,39.31,188,0,4.37,0,0,0,0,0,0,0,0
23828,6374025,2019-04-26,10,9195,0,0,0,8,0,0,16.66,16.66,83,0,1.85,0,1,0,0,0,0,0,0
23829,6405955,2019-04-26,28,7407,1,22999,1,8,1,1,5.19,64.19,26,7000,0.58,0,0,0,0,0,0,0,0
23830,6424086,2019-04-26,34,7263,0,0,0,8,0,0,17.37,17.37,87,0,1.94,0,0,0,0,0,0,0,0
23831,6438713,2019-04-26,29,7213,1,28850,1,2,1,1,12.38,12.38,125,0,1.38,0,0,0,0,0,0,0,0
23833,6454307,2019-04-26,33,9401,1,22997,1,8,1,1,22.9,33.65,187,1250,2.54,1,1,0,0,0,0,0,0
23834,6513089,2019-04-26,9,8126,1,28815,1,2,1,1,32.16,32.16,255,0,3.58,0,0,0,0,0,0,0,0
23836,6573144,2019-04-26,24,7213,4,22997,1,12,2,1,86.66,86.66,553,0,9.64,0,0,0,0,0,0,0,1
23837,6590556,2019-04-26,22,7420,0,0,0,8,0,0,4.99,4.99,25,0,0.55,0,0,0,0,0,0,0,1
23839,6604354,2019-04-26,29,4109,1,22997,1,12,2,1,30.56,30.56,224,0,3.4,1,1,0,0,0,0,0,0
23840,6608273,2019-04-26,33,2401,1,22997,1,12,2,1,40.44,40.44,150,0,4.5,0,0,0,0,0,0,0,0
23841,6612978,2019-04-26,10,7286,1,22997,1,12,2,1,13.27,13.27,125,0,1.47,0,0,0,0,0,0,0,0
23842,6682175,2019-04-26,25,5145,0,0,0,8,0,0,18.47,18.47,92,0,2.05,0,0,0,1,0,0,0,0
23843,6711010,2019-04-26,33,7411,1,22997,1,8,1,1,56.33,67.08,255,1000,6.25,0,1,0,1,0,0,0,0
23844,6721507,2019-04-26,32,1144,0,0,0,8,0,0,18.97,18.97,95,0,2.11,0,0,0,1,0,0,0,0
23845,6743764,2019-04-26,12,9406,1,22997,1,8,1,1,30.85,30.85,276,0,3.44,0,0,0,0,0,0,0,0
23846,6754687,2019-04-26,33,6161,1,22997,2,12,1,1,71.43,71.43,322,0,7.96,1,0,0,0,0,0,0,0
23847,6808762,2019-04-26,19,7402,2,22997,2,12,1,1,30.06,30.06,150,0,3.34,0,0,0,0,0,0,0,0
23848,6809498,2019-04-26,32,7115,1,22997,1,12,1,1,13.05,23.8,100,1000,1.45,0,0,0,0,0,0,0,0
23849,6825574,2019-04-26,34,7135,2,22997,2,8,2,1,221.62,221.62,929,0,24.6,1,1,0,1,0,0,0,0
23850,6853065,2019-04-26,25,1405,1,22997,1,6,2,1,48.54,48.54,150,0,5.4,0,0,0,0,0,0,0,0
23852,6893451,2019-04-26,39,1405,0,0,0,8,0,0,13.67,13.67,68,0,1.52,1,1,0,0,0,0,0,0
23856,7051993,2019-04-26,40,1145,0,0,0,8,0,0,6.49,6.49,32,0,0.72,0,0,0,0,0,0,0,1
23857,7059063,2019-04-26,15,1422,1,23039,1,2,2,1,16.18,16.18,125,0,1.8,0,0,0,0,0,0,0,0
23858,7068277,2019-04-26,27,7123,0,0,0,8,0,0,22.86,22.86,114,0,2.54,1,0,0,1,0,0,0,0
23859,7069380,2019-04-26,39,4403,0,0,0,8,0,0,42.21,42.21,213,0,4.69,1,1,0,0,0,0,0,1
23860,7071913,2019-04-26,34,7402,0,0,0,8,0,0,14.17,14.17,70,0,1.57,1,1,0,0,0,0,0,0
23861,7099251,2019-04-26,35,7407,2,22997,3,8,2,1,69.64,69.64,128,0,7.72,1,1,0,0,0,0,0,0
23863,7144341,2019-04-26,34,7115,2,22997,2,8,2,1,55.59,55.59,270,0,6.19,0,0,0,0,0,0,0,0
23867,7193626,2019-04-26,32,5114,1,22997,1,2,2,1,12.61,12.61,125,0,1.4,0,0,0,0,0,0,0,0
23870,7260238,2019-04-26,18,7406,2,22997,2,8,1,1,30.19,30.19,275,0,3.35,1,1,0,0,0,0,0,0
23871,7266948,2019-04-26,26,7139,4,22997,1,12,2,1,69,69,200,0,7.68,0,0,0,0,0,0,0,0
23872,7276991,2019-04-26,19,7431,3,30671,2,8,3,1,120.43,120.43,522,0,13.37,1,1,0,1,0,0,0,0
23874,7312720,2019-04-26,10,9172,1,30249,1,2,2,1,13.9,13.9,125,0,1.54,0,0,0,0,0,0,0,0
23877,7364491,2019-04-26,27,5130,3,30672,2,6,3,1,37.6,37.6,300,0,4.18,0,0,0,0,0,0,0,0
23878,7385808,2019-04-26,22,4114,1,22997,1,2,2,1,32.07,32.07,416,0,3.56,0,0,0,0,0,0,0,0
23880,7411321,2019-04-26,19,4114,2,22997,2,12,1,1,13.91,13.91,150,0,1.55,0,0,0,0,0,0,0,0
23882,7452918,2019-04-26,26,6107,1,22997,1,12,2,1,78.66,78.66,472,0,8.74,0,0,0,1,0,0,0,0
23883,7457630,2019-04-26,11,7290,2,22997,2,4,2,1,31.84,31.84,200,0,3.54,0,0,0,0,0,0,0,0
23884,7459455,2019-04-26,32,1405,1,22997,1,12,2,1,277.84,277.84,375,0,30.88,0,0,0,0,0,0,0,0
23886,7528804,2019-04-26,19,3142,2,22997,1,6,2,1,13.32,13.32,150,0,1.48,0,0,0,0,0,0,0,0
23887,7536366,2019-04-26,26,7403,1,30015,1,8,1,1,41.23,41.23,218,0,4.58,0,0,0,0,0,0,0,0
23888,7592048,2019-04-26,29,9177,0,0,0,8,0,0,27.65,27.65,138,0,3.08,0,0,0,1,0,0,0,0
23889,7610356,2019-04-26,10,7406,2,22997,2,8,1,1,66.33,75.3208,251,1500,7.39,0,0,0,1,0,1,0,0
23891,7641434,2019-04-26,20,7123,1,29006,1,8,1,1,58.79,58.79,320,0,6.55,1,1,0,1,0,0,0,0
23896,7704526,2019-04-26,29,7405,0,0,0,8,0,0,11.05,11.05,55,0,1.22,0,0,0,1,0,0,0,1
23897,7750177,2019-04-26,32,1145,1,22997,1,6,1,1,99.96,99.96,125,0,11.13,0,0,0,0,0,0,0,0
23898,7760519,2019-04-26,39,3103,0,0,0,8,0,0,27.25,27.25,235,0,3.02,0,0,0,1,0,0,0,1
23899,7805213,2019-04-26,26,6161,1,22997,1,8,1,1,28.05,60.3,140,3750,3.12,1,0,0,1,0,0,0,0
23904,7855375,2019-04-26,29,3144,1,22997,1,12,2,1,53.63,53.63,346,0,5.95,0,0,0,0,0,0,0,0
23909,7911545,2019-04-26,35,7428,3,30671,2,6,3,1,33.6,33.6,400,0,3.74,0,0,0,0,0,0,0,0
23910,7934992,2019-04-26,9,7298,1,22997,1,12,1,1,13.27,13.27,125,0,1.47,0,0,0,0,0,0,0,0
23911,7948587,2019-04-26,21,1408,1,22997,1,12,1,1,13.32,13.32,100,0,1.48,0,0,0,0,0,0,0,0
23912,7948957,2019-04-26,11,7422,2,22997,2,6,2,1,15.48,24.4649,150,1500,1.72,0,0,0,0,0,0,0,0
23913,8035153,2019-04-26,32,6111,0,0,0,8,0,0,12.98,12.98,64,0,1.44,0,0,0,0,0,0,0,1
23914,8048587,2019-04-26,30,7253,1,22997,1,12,1,1,22.16,32.91,110,1250,2.46,0,0,0,0,0,0,0,1
23917,8111863,2019-04-26,11,2401,3,30672,2,6,3,1,32.18,32.18,150,0,3.58,0,0,0,0,0,0,0,0
23920,8149096,2019-04-26,9,3403,3,30672,2,6,3,1,6.66,14.4312,100,0,0.74,0,0,0,0,0,0,0,0
23921,8155979,2019-04-26,31,5103,1,22997,1,8,2,1,27.59,27.59,175,0,3.07,0,0,0,1,0,0,0,0
23922,8204448,2019-04-26,26,9408,1,22997,1,12,1,1,46.96,46.96,100,0,5.2,0,0,0,0,0,0,0,0
23927,8310683,2019-04-26,17,7411,1,22997,1,12,1,1,99.8,99.8,334,0,11.1,0,0,0,0,0,0,0,1
23928,8317319,2019-04-26,31,9181,1,30249,1,8,1,1,8.66,24.2242,168,0,0.96,0,0,0,0,0,0,1,0
23930,8332133,2019-04-26,32,7240,1,22997,1,12,1,1,31.2,31.2,125,0,3.48,0,0,0,0,0,0,0,0
23931,8343050,2019-04-26,36,3144,1,22997,1,8,2,1,16.18,26.93,125,1250,1.8,0,0,0,0,0,0,0,0
23934,8499792,2019-04-26,29,3401,1,22997,1,6,1,1,0,10.75,0,1250,0,0,0,0,0,0,0,0,0
23935,8518029,2019-04-26,39,3143,4,22997,1,8,1,1,74.25,74.25,324,0,8.25,0,0,0,0,0,0,0,1
23937,8529039,2019-04-26,11,7290,2,22997,3,12,2,1,20.8,20.8,150,0,2.31,0,0,0,0,0,0,0,0
23939,8575521,2019-04-26,18,7422,3,30671,2,8,3,1,24.24,33.2249,185,1500,2.7,0,0,0,0,0,0,0,0
23940,8578967,2019-04-26,26,7117,0,0,0,8,0,0,62.99,62.99,275,0,7.01,0,1,0,1,0,0,0,0
23941,8635356,2019-04-26,25,9153,1,30249,1,2,1,1,0,7.78,125,0,0,0,0,0,0,0,0,0,0
23945,8687544,2019-04-26,33,7404,1,22997,1,2,2,1,0,10.75,0,1250,0,0,0,0,0,0,0,0,0
23946,8726833,2019-04-26,25,3403,3,30672,2,6,3,1,19.99,19.99,150,0,2.23,0,0,0,0,0,0,0,0
23947,8744517,2019-04-26,35,7408,2,22997,1,6,2,1,0,17.9272,0,3000,0,0,0,0,0,0,0,0,0
23950,8763144,2019-04-26,32,1149,1,22997,1,8,1,1,20.3,31.05,159,1250,2.25,0,0,0,0,0,0,0,0
23951,8767844,2019-04-26,23,7428,1,22997,1,12,2,1,26.95,26.95,293,0,2.99,0,0,0,0,0,0,0,0
23952,8817995,2019-04-26,38,3143,0,0,0,8,0,0,27.34,27.34,136,0,3.04,1,1,0,0,0,0,0,0
23955,8960166,2019-04-26,27,7409,1,22997,2,12,2,1,22.97,22.97,162,0,2.55,0,0,0,0,0,0,0,0
23957,9000597,2019-04-26,34,7263,0,0,0,8,0,0,7.87,7.87,39,0,0.87,0,0,0,1,0,0,0,0
23960,9043991,2019-04-26,18,7253,3,30671,2,12,3,1,18.57,18.57,200,0,2.07,0,0,0,0,0,0,0,0
23962,9060543,2019-04-26,31,7312,4,22997,1,12,2,1,71.47,82.6927,493,2500,7.93,1,0,0,0,0,0,0,1
23964,9068560,2019-04-26,21,9406,1,22997,1,2,2,1,29.14,29.14,125,0,3.24,0,0,0,0,0,0,0,0
23968,9119167,2019-04-26,28,9185,1,30343,1,12,1,1,11.3,22.05,125,1250,1.26,0,0,0,0,0,0,0,0
23971,9133323,2019-04-26,28,7271,0,0,0,8,0,0,13.18,13.18,65,0,1.46,1,0,0,0,0,0,0,0
23974,9194870,2019-04-26,9,7257,1,22997,1,12,1,1,12.17,22.9132,60,1250,1.35,0,0,0,0,0,0,0,0
23975,9201089,2019-04-26,27,3401,1,22997,1,8,2,1,49.51,60.26,294,1250,5.53,1,1,0,1,0,0,0,0
23976,9201618,2019-04-26,27,1422,0,0,0,8,0,0,15.17,15.17,76,0,1.68,0,0,0,0,0,0,0,1
23977,9222548,2019-04-26,18,7422,3,30671,2,8,3,1,48.17,48.17,218,0,5.36,1,1,0,0,0,0,0,0
23979,9236724,2019-04-26,32,6110,1,23039,1,8,2,1,70.11,70.11,209,0,7.77,0,0,0,0,0,0,0,0
23980,9255866,2019-04-26,34,7265,1,22997,1,8,1,1,31.38,31.38,232,0,3.48,1,1,0,0,0,0,0,1
23982,9281704,2019-04-26,16,7422,0,0,0,8,0,0,23.85,23.85,119,0,2.65,1,1,0,1,0,0,0,0
23983,9295821,2019-04-26,9,3138,1,22997,1,8,2,1,15.23,15.23,125,0,1.69,0,0,0,0,0,0,0,0
23984,9302351,2019-04-26,22,3403,2,22997,1,12,2,1,15.98,33.8484,37,4000,1.77,0,1,0,0,0,0,0,0
23987,9322043,2019-04-26,29,7408,1,22997,1,12,1,1,39.81,39.81,125,0,4.41,0,0,0,0,0,0,0,0
23990,9426572,2019-04-26,19,7259,2,22997,2,4,2,1,15.03,15.03,150,0,1.67,0,0,0,0,0,0,0,0
23991,9434768,2019-04-26,20,1409,1,22997,1,6,1,1,0,15.56,125,0,0,0,0,0,0,0,0,0,0
23999,9536916,2019-04-26,28,9406,1,22997,1,8,1,1,0,10.75,0,1250,0,0,0,0,0,0,0,0,0
24003,9596792,2019-04-26,31,3401,1,22997,1,12,2,1,48.54,48.54,150,0,5.4,0,0,0,0,0,0,0,0
24004,9609675,2019-04-26,17,7253,1,22997,1,8,2,1,65.29,65.29,392,0,7.27,0,0,0,0,0,0,0,1
24005,9614683,2019-04-26,26,6160,1,22997,2,12,2,1,47.13,55.13,270,1500,5.24,1,0,0,1,0,0,0,0
24007,9638016,2019-04-26,34,7256,2,22997,1,12,2,1,0,18,0,4000,0,0,0,0,0,0,0,0,0
24008,9660633,2019-04-26,23,3132,1,22997,2,8,1,1,45.77,45.77,240,0,5.09,1,1,0,0,0,0,0,0
24009,9662845,2019-04-26,11,2402,2,22997,1,12,2,1,0,8.9183,0,1500,0,0,0,0,0,0,0,0,0
24010,9672784,2019-04-26,35,1148,2,22997,2,12,2,1,133.28,133.28,300,0,14.88,0,0,0,0,0,0,0,0
24011,9675936,2019-04-26,18,3401,2,22997,1,8,2,1,57.72,75.6778,250,4000,6.41,1,0,0,0,0,0,0,1
24014,9724151,2019-04-26,22,7420,1,22997,1,4,1,1,39.81,50.5549,100,1000,4.41,0,0,0,0,0,0,0,0
24017,9754287,2019-04-26,25,8001,0,0,0,8,0,0,60,60,60,0,6.66,0,0,0,0,0,0,0,0
24019,9793082,2019-04-26,17,1408,0,0,0,8,0,0,31.33,31.33,157,0,3.49,0,1,0,1,0,0,0,0
24020,9858826,2019-04-26,31,7135,1,22997,1,8,1,1,38.65,38.65,292,0,4.29,1,0,0,1,1,0,0,0
24021,9900448,2019-04-26,30,7298,1,22997,1,8,1,1,27.16,27.16,198,0,3.02,0,0,0,0,0,0,0,1
24022,9904374,2019-04-26,39,3142,0,0,0,8,0,0,38.32,38.32,192,0,4.26,1,1,0,1,0,0,0,1
24023,9936914,2019-04-26,31,1151,4,22997,1,12,1,1,49.5,49.5,250,0,5.5,0,0,0,0,0,0,0,0
24026,25447,2019-04-27,39,1408,0,0,0,8,0,0,3.99,3.99,20,0,0.44,0,0,0,0,0,0,0,0
24028,79543,2019-04-27,19,3409,2,22997,1,12,1,1,15.23,15.23,150,0,1.69,0,0,0,0,0,0,0,0
24029,94031,2019-04-27,11,3401,2,22997,1,12,2,1,17.13,17.13,200,0,1.9,0,0,0,0,0,0,0,0
24031,137216,2019-04-27,27,9177,2,30249,2,12,2,1,26.21,26.21,205,0,2.91,0,0,0,0,0,0,0,1
24033,148565,2019-04-27,34,1146,2,22997,2,8,2,1,35.24,35.24,200,0,3.92,0,0,0,0,0,0,0,0
24034,173441,2019-04-27,31,7428,1,22997,1,6,1,1,31.83,42.5728,125,1250,3.54,0,0,0,0,0,0,0,0
24035,185246,2019-04-27,15,1147,0,0,0,8,0,0,19.98,19.98,74,0,2.22,0,0,0,1,0,1,0,0
24037,217917,2019-04-27,17,7274,1,22997,1,8,2,1,35.44,35.44,340,0,3.94,0,0,0,1,0,0,0,0
24038,221653,2019-04-27,17,7249,1,22997,1,8,2,1,17.66,28.41,88,1250,1.96,0,0,0,1,0,0,0,0
24040,298467,2019-04-27,27,7312,4,22997,1,12,2,1,68.97,68.97,400,0,7.65,0,0,0,0,0,0,0,0
24041,303547,2019-04-27,25,3150,1,22997,1,12,1,1,39.96,39.96,125,0,4.44,0,0,0,0,0,0,0,0
24044,343296,2019-04-27,34,7411,2,22997,2,12,2,1,92.33,92.33,448,0,10.29,0,0,0,0,0,0,0,0
24048,449330,2019-04-27,27,7408,2,22997,2,12,2,1,213.09,213.09,300,0,23.71,0,0,0,0,0,0,0,0
24051,473756,2019-04-27,35,7122,3,30671,2,12,3,1,21.42,21.42,214,0,2.39,0,0,0,0,1,0,0,0
24052,484572,2019-04-27,26,7400,0,0,0,8,0,0,13.68,13.68,168,0,1.52,0,0,0,0,0,0,0,0
24054,504185,2019-04-27,13,9181,1,30324,1,8,1,1,40.92,40.92,220,0,4.54,1,1,0,1,0,0,0,0
24056,510948,2019-04-27,35,7405,2,22997,2,8,2,1,51.77,51.77,240,0,5.75,1,0,0,1,0,0,0,0
24057,539756,2019-04-27,29,3132,0,0,0,8,0,0,35.33,35.33,177,0,3.93,0,0,0,1,0,0,0,0
24058,569255,2019-04-27,27,7213,3,30672,2,12,3,1,151.19,231.7247,919,13500,16.83,0,1,0,1,0,0,0,0
24059,570078,2019-04-27,34,2403,0,0,0,8,0,0,23.85,23.85,119,0,2.65,1,1,0,1,0,0,0,0
24060,585574,2019-04-27,21,9186,1,30249,1,8,1,1,5.69,27.19,28,2500,0.63,0,0,0,0,0,0,0,0
24061,591808,2019-04-27,31,1405,3,30672,2,12,3,1,28.67,46.6124,193,3000,3.19,0,0,0,0,0,0,0,0
24062,643418,2019-04-27,31,1422,0,0,0,8,0,0,9.16,9.16,46,0,1.02,1,0,0,0,0,0,1,0
24065,729529,2019-04-27,14,3132,2,22997,2,8,2,1,42.79,42.79,197,0,4.77,1,1,0,0,0,0,0,0
24066,744343,2019-04-27,19,7298,3,30671,2,6,3,1,37.14,37.14,150,0,4.14,0,0,0,0,0,0,0,0
24067,763873,2019-04-27,27,7122,3,30672,2,12,3,1,55.08,108.9492,150,9000,6.12,0,0,0,0,0,0,0,0
24068,789077,2019-04-27,9,7298,1,22997,1,12,1,1,0,10.75,0,1000,0,0,0,0,0,0,0,0,0
24070,836340,2019-04-27,33,7400,0,0,0,8,0,0,2.85,2.85,14,0,0.32,0,0,0,0,1,0,0,0
24071,840918,2019-04-27,29,7241,1,22997,1,12,1,1,11.28,11.28,125,0,1.25,0,0,0,0,0,0,0,0
24072,876033,2019-04-27,18,7429,1,22997,1,8,2,1,50.36,50.36,250,0,5.58,1,1,0,1,0,0,0,0
24074,898873,2019-04-27,30,7430,1,22997,1,8,1,1,47.49,47.49,272,0,5.29,0,0,0,1,0,0,0,0
24078,935754,2019-04-27,12,7400,0,0,0,8,0,0,7.98,7.98,40,0,0.89,0,1,0,0,0,0,0,0
24079,973176,2019-04-27,18,7213,1,22997,3,8,2,1,77.48,77.48,192,0,8.62,1,1,0,0,0,0,0,0
24082,1009556,2019-04-27,26,1408,0,0,0,8,0,0,19.16,19.16,95,0,2.12,1,1,0,1,0,0,0,0
24083,1030895,2019-04-27,26,7260,4,22997,1,12,2,1,42.26,42.26,336,0,4.7,0,1,0,1,0,0,0,0
24086,1110603,2019-04-27,16,7262,1,22999,1,8,1,1,19.16,29.91,95,1250,2.13,0,0,0,0,0,0,0,1
24089,1137008,2019-04-27,10,7206,0,0,0,8,0,0,31.33,31.33,157,0,3.49,0,1,0,1,0,0,0,0
24092,1211950,2019-04-27,19,7267,1,22997,1,12,2,1,0,32.25,0,3750,0,0,0,0,0,0,0,0,0
24093,1219484,2019-04-27,33,7400,4,22997,1,12,2,1,33.75,33.75,304,0,3.76,0,0,0,1,0,0,0,0
24095,1237454,2019-04-27,22,1422,1,22997,1,6,2,1,0,43,0,5000,0,0,0,0,0,0,0,0,0
24096,1246698,2019-04-27,29,7402,1,22997,1,12,1,1,13.27,13.27,125,0,1.47,0,0,0,0,0,0,0,0
24097,1249097,2019-04-27,35,7402,2,22997,2,12,2,1,84.88,93.8251,150,1500,9.45,0,0,0,0,0,0,0,0
24098,1260649,2019-04-27,34,4114,1,28845,1,2,1,1,22.6,22.6,125,0,2.52,0,0,0,0,0,0,0,0
24099,1261098,2019-04-27,17,7248,1,22997,1,12,2,1,0,21.5,0,2500,0,0,0,0,0,0,0,0,0
24102,1349514,2019-04-27,13,7199,1,22997,1,8,1,1,11.95,11.95,125,0,1.33,0,0,0,0,0,0,0,0
24109,1518313,2019-04-27,14,7420,1,22997,1,6,1,1,39.81,39.81,100,0,4.41,0,0,0,0,0,0,0,0
24111,1588979,2019-04-27,11,1412,4,22997,1,12,1,1,0,11.2327,0,2500,0,0,0,0,0,0,0,0,0
24113,1601001,2019-04-27,18,7213,0,0,0,8,0,0,8.49,8.49,43,0,0.95,0,0,0,0,0,0,0,1
24114,1608933,2019-04-27,16,1146,0,0,0,8,0,0,22.86,22.86,114,0,2.54,1,0,0,1,0,0,0,0
24115,1622698,2019-04-27,14,7290,1,29866,1,8,1,1,8.66,24.1668,168,0,0.96,0,0,0,0,0,0,1,0
24116,1624903,2019-04-27,17,2402,1,22997,1,8,1,1,0,10.75,0,1250,0,0,0,0,0,0,0,0,0
24117,1662615,2019-04-27,10,7123,3,30672,2,12,3,1,0,8.9729,0,1500,0,0,0,0,0,0,0,0,0
24118,1667049,2019-04-27,21,7123,1,24407,1,8,1,1,232.3,232.3,130,0,25.81,0,0,0,0,0,0,0,0
24121,1731045,2019-04-27,35,1145,2,22997,2,6,2,1,36.16,54.108,150,3000,4.02,0,0,0,0,0,0,0,0
24122,1744454,2019-04-27,33,9406,1,22997,1,6,2,1,30.88,30.88,125,0,3.44,0,0,0,0,0,0,0,0
24124,1790877,2019-04-27,27,7428,3,30672,2,8,3,1,27.78,27.78,254,0,3.09,0,0,0,0,0,0,0,0
24126,1810137,2019-04-27,31,3409,1,22997,1,12,1,1,0,21.5,0,2500,0,0,0,0,0,0,0,0,0
24127,1848574,2019-04-27,14,3149,2,22997,2,8,2,1,114.01,114.01,653,0,12.69,0,0,0,1,0,0,0,1
24128,1938130,2019-04-27,11,9268,2,22997,1,12,2,1,60.43,60.43,339,0,6.7,1,0,0,1,0,0,0,0
24129,1942046,2019-04-27,14,9406,1,22997,1,6,2,1,15.44,15.44,125,0,1.72,0,0,0,0,0,0,0,0
24130,2036642,2019-04-27,12,2111,1,22997,1,12,2,1,59.3,59.3,295,0,6.59,0,0,0,1,0,1,0,0
24131,2048668,2019-04-27,10,7283,1,22997,1,8,2,1,24.06,24.06,193,0,2.68,0,0,0,0,0,0,0,0
24132,2078445,2019-04-27,37,3144,0,0,0,8,0,0,38.52,38.52,193,0,4.3,0,1,0,0,0,0,0,0
24134,2111962,2019-04-27,33,7284,1,22997,1,12,1,1,40.58,40.58,278,0,4.5,1,0,0,1,0,0,0,1
24135,2124605,2019-04-27,17,9268,1,22997,1,12,2,1,0,21.5,0,2500,0,0,0,0,0,0,0,0,0
24136,2137082,2019-04-27,26,2111,4,22997,1,12,1,1,31.35,42.5698,320,2500,3.48,0,1,0,1,0,0,0,0
24138,2165148,2019-04-27,35,7213,0,0,0,12,0,0,33.62,33.62,0,0,3.74,0,0,0,0,0,0,0,0
24140,2177501,2019-04-27,32,4108,0,0,0,8,0,0,57.48,57.48,285,0,6.36,1,1,0,1,0,0,0,0
24141,2203554,2019-04-27,17,7260,1,22997,1,12,1,1,26.54,37.2885,200,1000,2.94,0,0,0,0,0,0,0,0
24142,2235298,2019-04-27,33,7263,0,0,0,8,0,0,22.86,22.86,114,0,2.54,1,0,0,1,0,0,0,0
24143,2253838,2019-04-27,28,9408,1,30343,1,8,1,1,106.04,106.04,255,0,11.8,0,0,0,0,0,0,0,0
24144,2268074,2019-04-27,9,5143,0,0,0,8,0,0,21.99,21.99,70,0,2.45,0,0,0,0,0,0,0,0
24146,2289777,2019-04-27,18,7293,1,22997,1,6,1,1,22.12,22.12,125,0,2.46,0,0,0,0,0,0,0,0
24148,2303258,2019-04-27,26,7123,0,0,0,8,0,0,29.33,29.33,146,0,3.26,0,1,0,0,0,0,0,0
24150,2329665,2019-04-27,34,1137,0,0,0,8,0,0,9.48,9.48,47,0,1.05,0,0,0,1,0,0,0,1
24154,2401508,2019-04-27,38,4112,0,0,0,8,0,0,32.31,32.31,161,0,3.6,0,1,0,0,0,0,0,0
24155,2402263,2019-04-27,26,7240,1,22997,1,12,2,1,50.35,58.35,338,1500,5.61,1,1,0,1,0,0,0,0
24157,2422539,2019-04-27,27,7405,2,22997,2,12,2,1,77.02,77.02,492,0,8.56,1,0,0,1,0,0,0,0
24158,2431483,2019-04-27,32,3403,0,0,0,8,0,0,29.85,29.85,149,0,3.32,1,0,0,1,0,0,0,0
24159,2446130,2019-04-27,10,9268,0,0,0,8,0,0,18.17,18.17,90,0,2.01,1,0,0,1,0,0,0,0
24160,2451848,2019-04-27,21,7408,1,22997,1,8,1,1,31.25,31.25,283,0,3.48,0,0,0,0,0,0,0,1
24162,2508101,2019-04-27,11,7273,2,22997,2,8,2,1,89.29,89.29,457,0,9.96,0,0,0,1,0,0,0,0
24164,2546998,2019-04-27,29,1405,1,22997,1,4,1,1,26.64,26.64,125,0,2.96,0,0,0,0,0,0,0,0
24165,2577168,2019-04-27,33,7260,1,22997,1,8,1,1,45.2,45.2,192,0,5,1,0,0,1,0,0,0,0
